July-30-2025,Greninja EX Twilight Masquerade SIR PSA 10,496.02
July-30-2025,Greninja GX Hidden Fates PSA 10 SV56/SV94,154.89
July-30-2025,Charizard EX SV151 PSA 10,577.39
July-30-2025,2020-21 Panini Pziem NBA Basketball Blaster Box,39.35
